uf,escolaridade,ordem_escolaridade,curso,ordem_area_atuacao,area_atuacao,inscritos,selecionados,nao_cert,certificados,abandonos,evasoes
GO,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,2,CREAS,1,0,0,0,0,0
GO,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
GO,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,17,17,5,5,5,2
GO,Superior Completo,4,Fortalecimento da Gestão - 01/2016,2,CREAS,2,2,1,1,0,0
GO,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,4,3,0,3,0,0
GO,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,12,12,2,7,3,0
GO,Especialista,5,Fortalecimento da Gestão - 01/2016,2,CREAS,2,2,0,1,1,0
GO,Especialista,5,Fortalecimento da Gestão - 01/2016,3,Conselhos,1,1,0,1,0,0
GO,Especialista,5,Fortalecimento da Gestão - 01/2016,7,Outros,2,2,0,2,0,0
GO,Mestrado,7,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,0,0,1,1
GO,Doutorado,9,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,0,1,0,0
MA,Médio Completo,2,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
MA,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,7,Outros,1,0,0,0,0,0
MA,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,4,4,2,1,1,0
MA,Superior Completo,4,Fortalecimento da Gestão - 01/2016,2,CREAS,1,1,0,0,0,1
MA,Superior Completo,4,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,1,0,0,0,1
MA,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,2,2,0,1,1,0
MA,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,5,5,1,4,0,0
MA,Especialista,5,Fortalecimento da Gestão - 01/2016,2,CREAS,1,1,1,0,0,0
MA,Especialista,5,Fortalecimento da Gestão - 01/2016,3,Conselhos,1,1,1,0,0,0
MA,Especialista,5,Fortalecimento da Gestão - 01/2016,5,Secretaria de Saúde,1,1,0,0,1,0
MA,Especialista,5,Fortalecimento da Gestão - 01/2016,7,Outros,2,2,1,1,0,0
MA,Mestrando,6,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,1,0,0,1,0
MG,Médio Completo,2,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
MG,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
MG,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
MG,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,7,Outros,2,0,0,0,0,0
MG,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,13,13,3,6,2,2
MG,Superior Completo,4,Fortalecimento da Gestão - 01/2016,2,CREAS,8,8,4,3,0,1
MG,Superior Completo,4,Fortalecimento da Gestão - 01/2016,3,Conselhos,1,1,1,0,0,0
MG,Superior Completo,4,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,1,0,1,0,0
MG,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,4,4,2,1,1,0
MG,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,10,10,2,6,2,0
MG,Especialista,5,Fortalecimento da Gestão - 01/2016,2,CREAS,4,4,1,1,2,0
MG,Especialista,5,Fortalecimento da Gestão - 01/2016,3,Conselhos,1,1,0,1,0,0
MG,Especialista,5,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,1,0,1,0,0
MG,Especialista,5,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,1,0,1,0,0
MG,Especialista,5,Fortalecimento da Gestão - 01/2016,7,Outros,5,5,2,1,2,0
MG,Mestrando,6,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
MG,Mestrando,6,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,1,1,0,0,0
MG,Mestrado,7,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
MG,Mestrado,7,Fortalecimento da Gestão - 01/2016,2,CREAS,1,1,0,1,0,0
MG,Mestrado,7,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,0,0,1,0
MS,Médio Completo,2,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
MS,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,2,CREAS,1,0,0,0,0,0
MS,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
MS,Superior Completo,4,Fortalecimento da Gestão - 01/2016,2,CREAS,2,2,1,0,1,0
MS,Superior Completo,4,Fortalecimento da Gestão - 01/2016,3,Conselhos,1,1,0,0,0,1
MS,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
MS,Especialista,5,Fortalecimento da Gestão - 01/2016,2,CREAS,1,1,0,1,0,0
MS,Especialista,5,Fortalecimento da Gestão - 01/2016,3,Conselhos,1,1,0,1,0,0
MS,Especialista,5,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,1,0,0,1,0
MT,Médio Completo,2,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
MT,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,3,0,0,0,0,0
MT,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,0,0,0,0,0
MT,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
MT,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,7,Outros,1,0,0,0,0,0
MT,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,17,17,6,8,3,0
MT,Superior Completo,4,Fortalecimento da Gestão - 01/2016,2,CREAS,2,2,1,1,0,0
MT,Superior Completo,4,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,2,2,2,0,0,0
MT,Superior Completo,4,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,6,6,1,2,2,1
MT,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,3,3,2,1,0,0
MT,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,16,16,4,10,2,0
MT,Especialista,5,Fortalecimento da Gestão - 01/2016,2,CREAS,2,2,1,0,0,1
MT,Especialista,5,Fortalecimento da Gestão - 01/2016,3,Conselhos,1,1,1,0,0,0
MT,Especialista,5,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,1,1,0,0,0
MT,Especialista,5,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,4,4,1,3,0,0
MT,Especialista,5,Fortalecimento da Gestão - 01/2016,7,Outros,3,3,2,1,0,0
MT,Mestrando,6,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
MT,Mestrando,6,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,0,0,0,1
MT,Mestrado,7,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,3,3,1,2,0,0
MT,Mestrado,7,Fortalecimento da Gestão - 01/2016,2,CREAS,1,1,0,0,0,1
MT,Doutorado,9,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,0,1,0,0
PA,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,2,CREAS,1,0,0,0,0,0
PA,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,7,Outros,1,0,0,0,0,0
PA,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,0,1,0
PA,Superior Completo,4,Fortalecimento da Gestão - 01/2016,2,CREAS,3,3,2,0,0,1
PA,Superior Completo,4,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,1,0,1,0,0
PA,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,1,0,0,0,0,0
PA,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
PA,Especialista,5,Fortalecimento da Gestão - 01/2016,2,CREAS,6,6,2,3,1,0
PA,Especialista,5,Fortalecimento da Gestão - 01/2016,3,Conselhos,2,2,1,1,0,0
PA,Especialista,5,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,2,2,2,0,0,0
PA,Especialista,5,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,0,0,0,1
PA,Mestrado,7,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PA,Doutorando,8,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,1,0,0,0
PB,Médio Completo,2,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
PB,Médio Completo,2,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
PB,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
PB,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,7,Outros,1,0,0,0,0,0
PB,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,10,10,6,1,1,2
PB,Superior Completo,4,Fortalecimento da Gestão - 01/2016,2,CREAS,2,2,1,0,1,0
PB,Superior Completo,4,Fortalecimento da Gestão - 01/2016,3,Conselhos,1,1,0,1,0,0
PB,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,1,0,0,0,0,0
PB,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PB,Especialista,5,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,1,1,0,0,0
PE,Médio Completo,2,Fortalecimento da Gestão - 01/2016,2,CREAS,1,0,0,0,0,0
PE,Médio Completo,2,Fortalecimento da Gestão - 01/2016,7,Outros,1,0,0,0,0,0
PE,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,7,Outros,3,0,0,0,0,0
PE,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,5,5,1,3,0,1
PE,Superior Completo,4,Fortalecimento da Gestão - 01/2016,2,CREAS,2,2,2,0,0,0
PE,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,2,2,1,1,0,0
PE,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,5,5,0,1,4,0
PE,Especialista,5,Fortalecimento da Gestão - 01/2016,2,CREAS,4,4,0,2,1,1
PE,Especialista,5,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,1,0,0,0,1
PE,Especialista,5,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,1,0,1,0,0
PE,Especialista,5,Fortalecimento da Gestão - 01/2016,7,Outros,6,6,2,4,0,0
PE,Mestrado,7,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PI,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,1,0,1,0
PI,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,3,3,2,1,0,0
PI,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
PI,Especialista,5,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,1,0,0,0
PI,Mestrado,7,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,0,0,1
PR,Médio Completo,2,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,12,0,0,0,0,0
PR,Médio Completo,2,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,0,0,0,0,0
PR,Médio Completo,2,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
PR,Médio Completo,2,Fortalecimento da Gestão - 01/2016,7,Outros,1,0,0,0,0,0
PR,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,7,0,0,0,0,0
PR,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,3,0,0,0,0,0
PR,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,7,Outros,3,0,0,0,0,0
PR,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,28,28,8,15,4,1
PR,Superior Completo,4,Fortalecimento da Gestão - 01/2016,2,CREAS,1,1,0,1,0,0
PR,Superior Completo,4,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,4,4,0,2,1,1
PR,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,7,7,1,5,0,1
PR,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,27,27,5,22,0,0
PR,Especialista,5,Fortalecimento da Gestão - 01/2016,2,CREAS,7,7,2,2,3,0
PR,Especialista,5,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,2,2,0,2,0,0
PR,Especialista,5,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,3,3,1,2,0,0
PR,Especialista,5,Fortalecimento da Gestão - 01/2016,7,Outros,7,7,3,2,2,0
PR,Mestrado,7,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,3,3,1,2,0,0
PR,Mestrado,7,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,0,0,1,0
PR,Doutorando,8,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
PR,Doutorando,8,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,1,0,1,0,0
RJ,Médio Completo,2,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,8,0,0,0,0,0
RJ,Médio Completo,2,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,0,0,0,0,0
RJ,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,9,0,0,0,0,0
RJ,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,3,Conselhos,1,0,0,0,0,0
RJ,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,2,0,0,0,0,0
RJ,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,7,Outros,1,0,0,0,0,0
RJ,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,26,26,7,17,2,0
RJ,Superior Completo,4,Fortalecimento da Gestão - 01/2016,2,CREAS,10,10,3,6,0,1
RJ,Superior Completo,4,Fortalecimento da Gestão - 01/2016,3,Conselhos,1,1,0,0,1,0
RJ,Superior Completo,4,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,1,0,1,0,0
RJ,Superior Completo,4,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,1,1,0,0,0
RJ,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,6,6,4,0,0,2
RJ,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,9,9,2,5,2,0
RJ,Especialista,5,Fortalecimento da Gestão - 01/2016,2,CREAS,1,1,0,1,0,0
RJ,Especialista,5,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,1,0,1,0,0
RJ,Especialista,5,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,1,0,1,0,0
RJ,Especialista,5,Fortalecimento da Gestão - 01/2016,7,Outros,2,2,0,2,0,0
RJ,Mestrado,7,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,3,3,2,1,0,0
RJ,Mestrado,7,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,1,0,1,0,0
RN,Médio Completo,2,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
RN,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
RN,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,11,11,3,7,1,0
RN,Superior Completo,4,Fortalecimento da Gestão - 01/2016,3,Conselhos,4,3,2,0,1,0
RN,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,6,6,0,3,2,1
RN,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
RN,Especialista,5,Fortalecimento da Gestão - 01/2016,2,CREAS,1,1,0,1,0,0
RN,Especialista,5,Fortalecimento da Gestão - 01/2016,3,Conselhos,1,1,0,1,0,0
RO,Médio Completo,2,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
RO,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
RO,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
RO,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,7,Outros,1,0,0,0,0,0
RO,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,7,7,3,4,0,0
RO,Superior Completo,4,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,2,2,1,1,0,0
RO,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,0,1,0,0
RO,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,4,4,1,3,0,0
RO,Especialista,5,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,1,0,1,0,0
RO,Especialista,5,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,1,0,0,0
RR,Médio Completo,2,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,4,0,0,0,0,0
RR,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,3,0,0,0,0,0
RR,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,14,13,4,3,3,3
RR,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,6,6,2,0,2,2
RR,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,5,5,0,2,1,2
RR,Especialista,5,Fortalecimento da Gestão - 01/2016,3,Conselhos,1,1,1,0,0,0
RR,Especialista,5,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,0,1,0,0
RS,Médio Completo,2,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,3,0,0,0,0,0
RS,Médio Completo,2,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
RS,Médio Completo,2,Fortalecimento da Gestão - 01/2016,7,Outros,2,0,0,0,0,0
RS,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
RS,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,3,Conselhos,2,0,0,0,0,0
RS,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
RS,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,7,Outros,3,0,0,0,0,0
RS,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,27,27,6,16,2,3
RS,Superior Completo,4,Fortalecimento da Gestão - 01/2016,2,CREAS,5,5,1,4,0,0
RS,Superior Completo,4,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,1,0,1,0,0
RS,Superior Completo,4,Fortalecimento da Gestão - 01/2016,5,Secretaria de Saúde,1,0,0,0,0,0
RS,Superior Completo,4,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,3,3,0,2,1,0
RS,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,6,6,5,0,1,0
RS,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,19,19,5,11,2,1
RS,Especialista,5,Fortalecimento da Gestão - 01/2016,2,CREAS,4,4,0,3,0,1
RS,Especialista,5,Fortalecimento da Gestão - 01/2016,3,Conselhos,3,3,2,1,0,0
RS,Especialista,5,Fortalecimento da Gestão - 01/2016,5,Secretaria de Saúde,1,1,0,1,0,0
RS,Especialista,5,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,3,3,0,0,1,2
RS,Especialista,5,Fortalecimento da Gestão - 01/2016,7,Outros,6,6,2,2,1,1
RS,Mestrando,6,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,1,0,1,0,0
RS,Mestrado,7,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,0,1,1,0
RS,Mestrado,7,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,0,0,1,0
SC,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,3,3,0,2,1,0
SC,Superior Completo,4,Fortalecimento da Gestão - 01/2016,2,CREAS,1,1,1,0,0,0
SC,Superior Completo,4,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,4,4,0,3,1,0
SC,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,0,0,1,0
SC,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,4,4,1,2,0,1
SC,Especialista,5,Fortalecimento da Gestão - 01/2016,2,CREAS,3,3,0,3,0,0
SC,Especialista,5,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,4,4,2,2,0,0
SC,Especialista,5,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,0,1,0,0
SC,Doutorando,8,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
SE,Médio Completo,2,Fortalecimento da Gestão - 01/2016,7,Outros,1,0,0,0,0,0
SE,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
SE,Superior Completo,4,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,5,5,0,4,0,1
SE,Superior Completo,4,Fortalecimento da Gestão - 01/2016,2,CREAS,2,2,2,0,0,0
SE,Superior Completo,4,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,2,2,0,0,2,0
SE,Superior Completo,4,Fortalecimento da Gestão - 01/2016,5,Secretaria de Saúde,1,1,0,1,0,0
SE,Superior Completo,4,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,1,0,0,1,0
SE,Superior Completo,4,Fortalecimento da Gestão - 01/2016,7,Outros,5,5,1,4,0,0
SE,Especialista,5,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,6,6,3,2,1,0
SE,Especialista,5,Fortalecimento da Gestão - 01/2016,3,Conselhos,1,1,1,0,0,0
SE,Especialista,5,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,1,0,1,0,0
SE,Especialista,5,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,1,1,0,0,0
SE,Especialista,5,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,0,0,0,1
SE,Mestrando,6,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,1,1,1,0,0,0
SE,Mestrando,6,Fortalecimento da Gestão - 01/2016,7,Outros,1,1,0,0,0,1
SE,Mestrado,7,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,0,1,0
SP,Médio Completo,2,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,14,0,0,0,0,0
SP,Médio Completo,2,Fortalecimento da Gestão - 01/2016,6,Sistema Justiça,2,0,0,0,0,0
SP,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,1,Sistema Sinase - Unidades socioeducativas,14,0,0,0,0,0
SP,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,2,CREAS,2,0,0,0,0,0
SP,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,3,Conselhos,1,0,0,0,0,0
SP,Estudante Superior,3,Fortalecimento da Gestão - 01/2016,4,Secretaria de Educação,1,0,0,0,0,0
