uf,escolaridade,curso,area_atuacao,inscritos,selecionados,nao_cert,certificados,abandonos,evasoes
MA,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,1,0,0,0,1
MA,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,4,4,2,1,1,0
MG,Especialista,Fortalecimento da Gestão - 01/2016,Conselhos,1,1,0,1,0,0
MG,Especialista,Fortalecimento da Gestão - 01/2016,CREAS,4,4,1,1,2,0
MG,Especialista,Fortalecimento da Gestão - 01/2016,Outros,5,5,2,1,2,0
MG,Especialista,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,1,0,1,0,0
MG,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,1,0,1,0,0
MG,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,10,10,2,6,2,0
MG,Estudante Superior,Fortalecimento da Gestão - 01/2016,Outros,2,0,0,0,0,0
MG,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,0,0,0,0,0
MG,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
MG,Mestrado,Fortalecimento da Gestão - 01/2016,CREAS,1,1,0,1,0,0
MG,Mestrado,Fortalecimento da Gestão - 01/2016,Outros,1,1,0,0,1,0
MG,Mestrado,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
MG,Mestrando,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,1,1,0,0,0
MG,Mestrando,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
MG,Nível Médio,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
MG,Superior Completo,Fortalecimento da Gestão - 01/2016,Conselhos,1,1,1,0,0,0
MG,Superior Completo,Fortalecimento da Gestão - 01/2016,CREAS,8,8,4,3,0,1
MG,Superior Completo,Fortalecimento da Gestão - 01/2016,Outros,4,4,2,1,1,0
MG,Superior Completo,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,1,0,1,0,0
MG,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,13,13,3,6,2,2
MS,Especialista,Fortalecimento da Gestão - 01/2016,Conselhos,1,1,0,1,0,0
MS,Especialista,Fortalecimento da Gestão - 01/2016,CREAS,1,1,0,1,0,0
MS,Especialista,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,1,0,0,1,0
MS,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
MS,Estudante Superior,Fortalecimento da Gestão - 01/2016,CREAS,1,0,0,0,0,0
MS,Nível Médio,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
MS,Superior Completo,Fortalecimento da Gestão - 01/2016,Conselhos,1,1,0,0,0,1
MS,Superior Completo,Fortalecimento da Gestão - 01/2016,CREAS,2,2,1,0,1,0
MS,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
MT,Doutorado,Fortalecimento da Gestão - 01/2016,Outros,1,1,0,1,0,0
MT,Especialista,Fortalecimento da Gestão - 01/2016,Conselhos,1,1,1,0,0,0
MT,Especialista,Fortalecimento da Gestão - 01/2016,CREAS,2,2,1,0,0,1
MT,Especialista,Fortalecimento da Gestão - 01/2016,Outros,3,3,2,1,0,0
MT,Especialista,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,1,1,0,0,0
MT,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Justiça,4,4,1,3,0,0
MT,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,16,16,4,10,2,0
MT,Estudante Superior,Fortalecimento da Gestão - 01/2016,Outros,1,0,0,0,0,0
MT,Estudante Superior,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,0,0,0,0,0
MT,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,0,0,0,0,0
MT,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,3,0,0,0,0,0
MT,Mestrado,Fortalecimento da Gestão - 01/2016,CREAS,1,1,0,0,0,1
MT,Mestrado,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,3,3,1,2,0,0
MT,Mestrando,Fortalecimento da Gestão - 01/2016,Outros,1,1,0,0,0,1
MT,Mestrando,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
MT,Nível Médio,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
MT,Superior Completo,Fortalecimento da Gestão - 01/2016,CREAS,2,2,1,1,0,0
MT,Superior Completo,Fortalecimento da Gestão - 01/2016,Outros,3,3,2,1,0,0
MT,Superior Completo,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,2,2,2,0,0,0
MT,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Justiça,6,6,1,2,2,1
MT,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,17,17,6,8,3,0
PA,Doutorando,Fortalecimento da Gestão - 01/2016,Outros,1,1,1,0,0,0
PA,Especialista,Fortalecimento da Gestão - 01/2016,Conselhos,2,2,1,1,0,0
PA,Especialista,Fortalecimento da Gestão - 01/2016,CREAS,6,6,2,3,1,0
PA,Especialista,Fortalecimento da Gestão - 01/2016,Outros,1,1,0,0,0,1
PA,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Justiça,2,2,2,0,0,0
PA,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
PA,Estudante Superior,Fortalecimento da Gestão - 01/2016,CREAS,1,0,0,0,0,0
PA,Estudante Superior,Fortalecimento da Gestão - 01/2016,Outros,1,0,0,0,0,0
PA,Mestrado,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PA,Superior Completo,Fortalecimento da Gestão - 01/2016,CREAS,3,3,2,0,0,1
PA,Superior Completo,Fortalecimento da Gestão - 01/2016,Outros,1,0,0,0,0,0
PA,Superior Completo,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,1,0,1,0,0
PA,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,0,1,0
PB,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,1,1,0,0,0
PB,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PB,Estudante Superior,Fortalecimento da Gestão - 01/2016,Outros,1,0,0,0,0,0
PB,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
PB,Nível Médio,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,0,0,0,0,0
PB,Nível Médio,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
PB,Superior Completo,Fortalecimento da Gestão - 01/2016,Conselhos,1,1,0,1,0,0
PB,Superior Completo,Fortalecimento da Gestão - 01/2016,CREAS,2,2,1,0,1,0
PB,Superior Completo,Fortalecimento da Gestão - 01/2016,Outros,1,0,0,0,0,0
PB,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,10,10,6,1,1,2
PE,Especialista,Fortalecimento da Gestão - 01/2016,CREAS,4,4,0,2,1,1
PE,Especialista,Fortalecimento da Gestão - 01/2016,Outros,6,6,2,4,0,0
PE,Especialista,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,1,0,0,0,1
PE,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,1,0,1,0,0
PE,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,5,5,0,1,4,0
PE,Estudante Superior,Fortalecimento da Gestão - 01/2016,Outros,3,0,0,0,0,0
PE,Mestrado,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PE,Nível Médio,Fortalecimento da Gestão - 01/2016,CREAS,1,0,0,0,0,0
PE,Nível Médio,Fortalecimento da Gestão - 01/2016,Outros,1,0,0,0,0,0
PE,Superior Completo,Fortalecimento da Gestão - 01/2016,CREAS,2,2,2,0,0,0
PE,Superior Completo,Fortalecimento da Gestão - 01/2016,Outros,2,2,1,1,0,0
PE,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,5,5,1,3,0,1
PI,Especialista,Fortalecimento da Gestão - 01/2016,Outros,1,1,1,0,0,0
PI,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
PI,Mestrado,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,0,0,1
PI,Superior Completo,Fortalecimento da Gestão - 01/2016,Outros,3,3,2,1,0,0
PI,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,0,1,0
PR,Doutorando,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,1,0,1,0,0
PR,Doutorando,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
PR,Especialista,Fortalecimento da Gestão - 01/2016,CREAS,7,7,2,2,3,0
PR,Especialista,Fortalecimento da Gestão - 01/2016,Outros,7,7,3,2,2,0
PR,Especialista,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,2,2,0,2,0,0
PR,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Justiça,3,3,1,2,0,0
PR,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,27,27,5,22,0,0
PR,Estudante Superior,Fortalecimento da Gestão - 01/2016,Outros,3,0,0,0,0,0
PR,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Justiça,3,0,0,0,0,0
PR,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,7,0,0,0,0,0
PR,Mestrado,Fortalecimento da Gestão - 01/2016,Outros,1,1,0,0,1,0
PR,Mestrado,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,3,3,1,2,0,0
PR,Nível Médio,Fortalecimento da Gestão - 01/2016,Outros,1,0,0,0,0,0
PR,Nível Médio,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,0,0,0,0,0
PR,Nível Médio,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,0,0,0,0,0
PR,Nível Médio,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,12,0,0,0,0,0
PR,Superior Completo,Fortalecimento da Gestão - 01/2016,CREAS,1,1,0,1,0,0
PR,Superior Completo,Fortalecimento da Gestão - 01/2016,Outros,7,7,1,5,0,1
PR,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Justiça,4,4,0,2,1,1
PR,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,28,28,8,15,4,1
RJ,Especialista,Fortalecimento da Gestão - 01/2016,CREAS,1,1,0,1,0,0
RJ,Especialista,Fortalecimento da Gestão - 01/2016,Outros,2,2,0,2,0,0
RJ,Especialista,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,1,0,1,0,0
RJ,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,1,0,1,0,0
RJ,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,9,9,2,5,2,0
RJ,Estudante Superior,Fortalecimento da Gestão - 01/2016,Conselhos,1,0,0,0,0,0
RJ,Estudante Superior,Fortalecimento da Gestão - 01/2016,Outros,1,0,0,0,0,0
RJ,Estudante Superior,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,2,0,0,0,0,0
RJ,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,9,0,0,0,0,0
RJ,Mestrado,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,1,0,1,0,0
RJ,Mestrado,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,3,3,2,1,0,0
RJ,Nível Médio,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,0,0,0,0,0
RJ,Nível Médio,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,8,0,0,0,0,0
RJ,Superior Completo,Fortalecimento da Gestão - 01/2016,Conselhos,1,1,0,0,1,0
RJ,Superior Completo,Fortalecimento da Gestão - 01/2016,CREAS,10,10,3,6,0,1
RJ,Superior Completo,Fortalecimento da Gestão - 01/2016,Outros,6,6,4,0,0,2
RJ,Superior Completo,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,1,0,1,0,0
RJ,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,1,1,0,0,0
RJ,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,26,26,7,17,2,0
RN,Especialista,Fortalecimento da Gestão - 01/2016,Conselhos,1,1,0,1,0,0
RN,Especialista,Fortalecimento da Gestão - 01/2016,CREAS,1,1,0,1,0,0
RN,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
RN,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
RN,Nível Médio,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
RN,Superior Completo,Fortalecimento da Gestão - 01/2016,Conselhos,4,3,2,0,1,0
RN,Superior Completo,Fortalecimento da Gestão - 01/2016,Outros,6,6,0,3,2,1
RN,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,11,11,3,7,1,0
RO,Especialista,Fortalecimento da Gestão - 01/2016,Outros,1,1,1,0,0,0
RO,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,1,0,1,0,0
RO,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,4,4,1,3,0,0
RO,Estudante Superior,Fortalecimento da Gestão - 01/2016,Outros,1,0,0,0,0,0
RO,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,0,0,0,0,0
RO,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
RO,Nível Médio,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
RO,Superior Completo,Fortalecimento da Gestão - 01/2016,Outros,1,1,0,1,0,0
RO,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Justiça,2,2,1,1,0,0
RO,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,7,7,3,4,0,0
RR,Especialista,Fortalecimento da Gestão - 01/2016,Conselhos,1,1,1,0,0,0
RR,Especialista,Fortalecimento da Gestão - 01/2016,Outros,1,1,0,1,0,0
RR,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,5,5,0,2,1,2
RR,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,3,0,0,0,0,0
RR,Nível Médio,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,4,0,0,0,0,0
RR,Superior Completo,Fortalecimento da Gestão - 01/2016,Outros,6,6,2,0,2,2
RR,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,14,13,4,3,3,3
RS,Especialista,Fortalecimento da Gestão - 01/2016,Conselhos,3,3,2,1,0,0
RS,Especialista,Fortalecimento da Gestão - 01/2016,CREAS,4,4,0,3,0,1
RS,Especialista,Fortalecimento da Gestão - 01/2016,Outros,6,6,2,2,1,1
RS,Especialista,Fortalecimento da Gestão - 01/2016,Secretaria de Saúde,1,1,0,1,0,0
RS,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Justiça,3,3,0,0,1,2
RS,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,19,19,5,11,2,1
RS,Estudante Superior,Fortalecimento da Gestão - 01/2016,Conselhos,2,0,0,0,0,0
RS,Estudante Superior,Fortalecimento da Gestão - 01/2016,Outros,3,0,0,0,0,0
RS,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,0,0,0,0,0
RS,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
RS,Mestrado,Fortalecimento da Gestão - 01/2016,Outros,1,1,0,0,1,0
RS,Mestrado,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,2,2,0,1,1,0
RS,Mestrando,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,1,0,1,0,0
RS,Nível Médio,Fortalecimento da Gestão - 01/2016,Outros,2,0,0,0,0,0
RS,Nível Médio,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,0,0,0,0,0
RS,Nível Médio,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,3,0,0,0,0,0
RS,Superior Completo,Fortalecimento da Gestão - 01/2016,CREAS,5,5,1,4,0,0
RS,Superior Completo,Fortalecimento da Gestão - 01/2016,Outros,6,6,5,0,1,0
RS,Superior Completo,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,1,0,1,0,0
RS,Superior Completo,Fortalecimento da Gestão - 01/2016,Secretaria de Saúde,1,0,0,0,0,0
RS,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Justiça,3,3,0,2,1,0
RS,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,27,27,6,16,2,3
SC,Doutorando,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
SC,Especialista,Fortalecimento da Gestão - 01/2016,CREAS,3,3,0,3,0,0
SC,Especialista,Fortalecimento da Gestão - 01/2016,Outros,1,1,0,1,0,0
SC,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Justiça,4,4,2,2,0,0
SC,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,4,4,1,2,0,1
SC,Superior Completo,Fortalecimento da Gestão - 01/2016,CREAS,1,1,1,0,0,0
SC,Superior Completo,Fortalecimento da Gestão - 01/2016,Outros,1,1,0,0,1,0
SC,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Justiça,4,4,0,3,1,0
SC,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,3,3,0,2,1,0
SE,Especialista,Fortalecimento da Gestão - 01/2016,Conselhos,1,1,1,0,0,0
SE,Especialista,Fortalecimento da Gestão - 01/2016,Outros,1,1,0,0,0,1
SE,Especialista,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,1,0,1,0,0
SE,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,1,1,0,0,0
SE,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,6,6,3,2,1,0
SE,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
SE,Mestrado,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,0,1,0
SE,Mestrando,Fortalecimento da Gestão - 01/2016,Outros,1,1,0,0,0,1
SE,Mestrando,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,1,1,0,0,0
SE,Nível Médio,Fortalecimento da Gestão - 01/2016,Outros,1,0,0,0,0,0
SE,Superior Completo,Fortalecimento da Gestão - 01/2016,CREAS,2,2,2,0,0,0
SE,Superior Completo,Fortalecimento da Gestão - 01/2016,Outros,5,5,1,4,0,0
SE,Superior Completo,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,2,2,0,0,2,0
SE,Superior Completo,Fortalecimento da Gestão - 01/2016,Secretaria de Saúde,1,1,0,1,0,0
SE,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,1,0,0,1,0
SE,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,5,5,0,4,0,1
SP,Doutorado,Fortalecimento da Gestão - 01/2016,CREAS,1,1,1,0,0,0
SP,Especialista,Fortalecimento da Gestão - 01/2016,CREAS,5,5,1,4,0,0
SP,Especialista,Fortalecimento da Gestão - 01/2016,Outros,10,10,2,7,1,0
SP,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Justiça,3,3,0,2,0,1
SP,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,28,28,5,19,4,0
SP,Estudante Superior,Fortalecimento da Gestão - 01/2016,Conselhos,1,0,0,0,0,0
SP,Estudante Superior,Fortalecimento da Gestão - 01/2016,CREAS,2,0,0,0,0,0
SP,Estudante Superior,Fortalecimento da Gestão - 01/2016,Outros,4,0,0,0,0,0
SP,Estudante Superior,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,1,0,0,0,0,0
SP,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Justiça,1,0,0,0,0,0
SP,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,14,0,0,0,0,0
SP,Mestrado,Fortalecimento da Gestão - 01/2016,Outros,2,2,1,1,0,0
SP,Mestrado,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,5,5,1,4,0,0
SP,Mestrando,Fortalecimento da Gestão - 01/2016,CREAS,1,1,0,1,0,0
SP,Mestrando,Fortalecimento da Gestão - 01/2016,Outros,2,2,0,0,2,0
SP,Mestrando,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,0,0,1
SP,Nível Médio,Fortalecimento da Gestão - 01/2016,Sistema Justiça,2,0,0,0,0,0
SP,Nível Médio,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,14,0,0,0,0,0
SP,Superior Completo,Fortalecimento da Gestão - 01/2016,Conselhos,3,3,1,2,0,0
SP,Superior Completo,Fortalecimento da Gestão - 01/2016,CREAS,6,5,1,3,1,0
SP,Superior Completo,Fortalecimento da Gestão - 01/2016,Outros,15,15,5,6,4,0
SP,Superior Completo,Fortalecimento da Gestão - 01/2016,Secretaria de Educação,2,2,0,2,0,0
SP,Superior Completo,Fortalecimento da Gestão - 01/2016,Secretaria de Saúde,1,1,0,0,1,0
SP,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Justiça,7,7,0,5,1,1
SP,Superior Completo,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,87,87,25,47,10,5
TO,Especialista,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,0,1,0
TO,Estudante Superior,Fortalecimento da Gestão - 01/2016,CREAS,1,0,0,0,0,0
TO,Estudante Superior,Fortalecimento da Gestão - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
TO,Mestrado,Fortalecimento da Gestão - 01/2016,Conselhos,1,1,0,1,0,0
TO,Mestrando,Fortalecimento da Gestão - 01/2016,Outros,1,1,0,0,1,0
TO,Nível Médio,Fortalecimento da Gestão - 01/2016,Conselhos,1,0,0,0,0,0
